Tweet                                                       Match                                                       Polarity       
RT CBCNews Mounties in Kelowna BC are investigatin          [protesting]                                                NEGATIVE       
RT AaronFGC Well finally landed in Ontario Couple           [well, problems]                                            NEUTRAL        
sarahwhit10 CNBC Now free Canada                            [free]                                                      POSITIVE       
calgaryherald America is exporting fascism and que          [safe, wedge, fascism, rhetoric, fine]                      NEGATIVE       
globalnews Canada is to get 29 million doses of Pf          []                                                          NEUTRAL        
RT SMfreevotes FREE Votes Giveaway IDOL CHAMP Most          [idol, free, champ, popular]                                POSITIVE       
arctechinc Welcome to Canada                                [welcome]                                                   POSITIVE       
amazonmusic promoting Bite Me no Canad AvrilLavign          []                                                          NEUTRAL        
RT RBReich The average price of insulin in 2018 in          []                                                          NEUTRAL        
RT readthemaple A Guide To The Ruling Classs Domin          [destruction]                                               NEGATIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT LeslynLewis Why are we still forcing those retu          []                                                          NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
Canada amp Ontario Prime Minister of Canada Justin          [premier, corrupt]                                          NEUTRAL        
JOHN DeMONT The world needs more Ted Lassos and Ga          []                                                          NEUTRAL        
RT tan123 No offense but feeling loss grief frustr          [loss, anxiety, depression, hot, frustration, grief]        NEGATIVE       
RT DanMcGarvey Alberta Education removes document           [positive]                                                  POSITIVE       
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
RT imlibertyv went to the world cup qualifying soc          [won]                                                       POSITIVE       
RT Aradomg1 We saw no action for a year from the P          []                                                          NEUTRAL        
A muchos de ellos les espera canada                         []                                                          NEUTRAL        
RT OneVapid mazdacanada Get with the program Bulls          []                                                          NEUTRAL        
Steve Bannon charged with contempt of Congress bbc          [contempt]                                                  NEGATIVE       
TheMetalByrds angelalynn37 freefmworld TheXFriends          [well, happy]                                               POSITIVE       
RT joewarmington Would you like to see Don Cherry           [like]                                                      POSITIVE       
CTVNews This expert is correct Comrades Canada sho          [correct, freedom, virus, pleasure, lead]                   POSITIVE       
RT SawyerMerritt REMINDER JoeBiden The most Americ          []                                                          NEUTRAL        
RT RachelNotley The pandemic isnt over We must get          [vigilant]                                                  POSITIVE       
RT GreenerRenita Hi Im currently in Toronto and st          [tyranny, great]                                            NEUTRAL        
RT WAGEFEGC Over 6000 women and children stay in s          [safe]                                                      POSITIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT DFisman I think GovCanHealth CPHOCanada has ack          []                                                          NEUTRAL        
Onebadmum2 downeast72 Lianebisaillon CityNewsVAN I          [issue, death, coercion, unnecessary, right, denies, virus] NEGATIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT GovCanHealth NEW OUTBREAK 46 Salmonella infecti          [infections, outbreak]                                      NEGATIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT meldsilva The last time they decided to incite           [incite, hatred]                                            NEGATIVE       
RT RoryMacbeth kobo bsting kobo lifeone size fits           [love]                                                      POSITIVE       
RT Liannabelle88 Im saying this lightly or Ill be           [virtue, disgusting]                                        NEUTRAL        
RT FNWSCeducation United front needed to hold the           []                                                          NEUTRAL        
Tesla FSD Beta in Canada Maybe next month                   []                                                          NEUTRAL        
RT avrilnewsworld amazonmusic promoting Bite Me by          []                                                          NEUTRAL        
US police officer sues boss over KKK note                   [sues]                                                      NEGATIVE       
SenTedCruz Why did Biden stop Keystone XL I would           [beg, corrupt]                                              NEGATIVE       
RT jordanbpeterson I now know five people who are           []                                                          NEUTRAL        
Dontae Sharpe US man wrongfully imprisoned for 26           []                                                          NEUTRAL        
RT ListinDiario LaRepblicaLD l Salgan todos EEUU y          []                                                          NEUTRAL        
mazdacanada Get with the program Bullshitting will          []                                                          NEUTRAL        
RT 1BobChamberlin Edmonton police withheld video o          [assault]                                                   NEGATIVE       
RT RBReich The average price of insulin in 2018 in          []                                                          NEUTRAL        
RT drewdilkens This PCR testing requirement for tr          []                                                          NEUTRAL        
Guys after 4 months me bracelets arrived from cana          []                                                          NEUTRAL        
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
RT BBCWorld Black US police officer files discrimi          [complaint, superior, discrimination]                       NEGATIVE       
Traveling is wild Im going to Germany and Canada t          [wild]                                                      NEGATIVE       
RT doctormacias Vacuna Covid algunos nmeros asombr          []                                                          NEUTRAL        
RT CBCAlerts Manitoba reports 2day total of 193 CO          [death]                                                     NEGATIVE       
RT kyleflannigan If you answered YES to the questi          [incredible]                                                POSITIVE       
formulaRyan21 the anger i felt watching canada was          [unreal, anger]                                             NEUTRAL        
hodgesjoanne stejobin CanadaEthiopia melaniejoly P          [impossible, crime, extermination, delay]                   NEGATIVE       
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
In the news Coronavirus Whats happening in Canada           []                                                          NEUTRAL        
Increasingly violent online rhetoric around the ar          [violent, rhetoric, intelligence, concern]                  NEGATIVE       
RT LeonelFernandez Consideramos que Francia junto           [din]                                                       NEGATIVE       
RT CPHOCanada 44 Of the many mask types those made          [fine, virus, capable]                                      POSITIVE       
RT CoronavirusNewv CANADA Los casos de COVID19 en           []                                                          NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT tan123 No offense but feeling loss grief frustr          [loss, anxiety, depression, hot, frustration, grief]        NEGATIVE       
carolyncanada elonmusk NASASpaceflight THlS IS CHA          []                                                          NEUTRAL        
OfficialColSand YouTube kfccanada kfc jimrossmeski          [affordable, reliable, thank, best, trusted]                POSITIVE       
RT ClementeJose This is Cuba DoNottraveltocuba Can          []                                                          NEUTRAL        
RT clifhigh As forecast Im literally afraid now to          [afraid]                                                    NEGATIVE       
Maximilian Restaurant 99 Gore St E Perth ON K7H 1J          []                                                          NEUTRAL        
Very fair The unvaccinated are causing delayed sur          [straining, delayed, fair, free]                            NEUTRAL        
These usual dumb ass comments from the Diaspora wh          [dumb]                                                      NEGATIVE       
NatPGTremblay DrSChouinard I totally agree with th          [vice, gross, incompetence]                                 NEGATIVE       
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT jordanbpeterson I now know five people who are           []                                                          NEUTRAL        
CPHOCanada CPHOCanada do you think anybody trusts           [like]                                                      POSITIVE       
RT CPHOCanada 14 Since the outset of the pandemic           [virus]                                                     NEGATIVE       
RT maferba06 Canada Estudiante arrestado por no es          []                                                          NEUTRAL        
RT chadloder A selfish antivax protestor hijacks t          [selfish, honor]                                            NEUTRAL        
3x3AmeriCup vs Enseguida comienza el encuentro ant          []                                                          NEUTRAL        
softvankte Vamo po canada                                   []                                                          NEUTRAL        
RT Soloda12 Canada we respect human rights Ethics           [respect]                                                   POSITIVE       
EfiSultan                                                   []                                                          NEUTRAL        
Le saviez vous Le psychologue Stanley Coren de lUn          []                                                          NEUTRAL        
RT AaronFGC Well finally landed in Ontario Couple           [well, problems]                                            NEUTRAL        
thepig993 Me a person who has never been to Canada          []                                                          NEUTRAL        
RT PaulMitchellAB Health Canada authorizes Moderna          []                                                          NEUTRAL        
RT RBReich The average price of insulin in 2018 in          []                                                          NEUTRAL        
RT MacbethRory KoboDeals kobo bsting kobo camping           []                                                          NEUTRAL        
RT RichTheYouTuber Take Back Canada by voting CPC           []                                                          NEUTRAL        
IcyColdShot thevoyageurs Simcmtl SebTheRock Bon ma          []                                                          NEUTRAL        
RT LarryNeufeldSK Not only Quebec but Canada as a           []                                                          NEUTRAL        
RT timsayle Canada Declassified has a new briefing          []                                                          NEUTRAL        
RT nbellotoronto Stopped to help cyclist downed on          []                                                          NEUTRAL        
RT CBCNews Mounties in Kelowna BC are investigatin          [protesting]                                                NEGATIVE       
RT AaronFGC Well finally landed in Ontario Couple           [well, problems]                                            NEUTRAL        
sarahwhit10 CNBC Now free Canada                            [free]                                                      POSITIVE       
calgaryherald America is exporting fascism and que          [safe, wedge, fascism, rhetoric, fine]                      NEGATIVE       
globalnews Canada is to get 29 million doses of Pf          []                                                          NEUTRAL        
RT SMfreevotes FREE Votes Giveaway IDOL CHAMP Most          [idol, free, champ, popular]                                POSITIVE       
arctechinc Welcome to Canada                                [welcome]                                                   POSITIVE       
amazonmusic promoting Bite Me no Canad AvrilLavign          []                                                          NEUTRAL        
RT RBReich The average price of insulin in 2018 in          []                                                          NEUTRAL        
RT readthemaple A Guide To The Ruling Classs Domin          [destruction]                                               NEGATIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT LeslynLewis Why are we still forcing those retu          []                                                          NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
Canada amp Ontario Prime Minister of Canada Justin          [premier, corrupt]                                          NEUTRAL        
JOHN DeMONT The world needs more Ted Lassos and Ga          []                                                          NEUTRAL        
RT tan123 No offense but feeling loss grief frustr          [loss, anxiety, depression, hot, frustration, grief]        NEGATIVE       
RT DanMcGarvey Alberta Education removes document           [positive]                                                  POSITIVE       
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
RT imlibertyv went to the world cup qualifying soc          [won]                                                       POSITIVE       
RT Aradomg1 We saw no action for a year from the P          []                                                          NEUTRAL        
A muchos de ellos les espera canada                         []                                                          NEUTRAL        
RT OneVapid mazdacanada Get with the program Bulls          []                                                          NEUTRAL        
Steve Bannon charged with contempt of Congress bbc          [contempt]                                                  NEGATIVE       
TheMetalByrds angelalynn37 freefmworld TheXFriends          [well, happy]                                               POSITIVE       
RT joewarmington Would you like to see Don Cherry           [like]                                                      POSITIVE       
CTVNews This expert is correct Comrades Canada sho          [correct, freedom, virus, pleasure, lead]                   POSITIVE       
RT SawyerMerritt REMINDER JoeBiden The most Americ          []                                                          NEUTRAL        
RT RachelNotley The pandemic isnt over We must get          [vigilant]                                                  POSITIVE       
RT GreenerRenita Hi Im currently in Toronto and st          [tyranny, great]                                            NEUTRAL        
RT WAGEFEGC Over 6000 women and children stay in s          [safe]                                                      POSITIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT DFisman I think GovCanHealth CPHOCanada has ack          []                                                          NEUTRAL        
Onebadmum2 downeast72 Lianebisaillon CityNewsVAN I          [issue, death, coercion, unnecessary, right, denies, virus] NEGATIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT GovCanHealth NEW OUTBREAK 46 Salmonella infecti          [infections, outbreak]                                      NEGATIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT meldsilva The last time they decided to incite           [incite, hatred]                                            NEGATIVE       
RT RoryMacbeth kobo bsting kobo lifeone size fits           [love]                                                      POSITIVE       
RT Liannabelle88 Im saying this lightly or Ill be           [virtue, disgusting]                                        NEUTRAL        
RT FNWSCeducation United front needed to hold the           []                                                          NEUTRAL        
Tesla FSD Beta in Canada Maybe next month                   []                                                          NEUTRAL        
RT avrilnewsworld amazonmusic promoting Bite Me by          []                                                          NEUTRAL        
US police officer sues boss over KKK note                   [sues]                                                      NEGATIVE       
SenTedCruz Why did Biden stop Keystone XL I would           [beg, corrupt]                                              NEGATIVE       
RT jordanbpeterson I now know five people who are           []                                                          NEUTRAL        
Dontae Sharpe US man wrongfully imprisoned for 26           []                                                          NEUTRAL        
RT ListinDiario LaRepblicaLD l Salgan todos EEUU y          []                                                          NEUTRAL        
mazdacanada Get with the program Bullshitting will          []                                                          NEUTRAL        
RT 1BobChamberlin Edmonton police withheld video o          [assault]                                                   NEGATIVE       
RT RBReich The average price of insulin in 2018 in          []                                                          NEUTRAL        
RT drewdilkens This PCR testing requirement for tr          []                                                          NEUTRAL        
Guys after 4 months me bracelets arrived from cana          []                                                          NEUTRAL        
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
RT CBCAlerts Manitoba reports 2day total of 193 CO          [death]                                                     NEGATIVE       
RT kyleflannigan If you answered YES to the questi          [incredible]                                                POSITIVE       
formulaRyan21 the anger i felt watching canada was          [unreal, anger]                                             NEUTRAL        
hodgesjoanne stejobin CanadaEthiopia melaniejoly P          [impossible, crime, extermination, delay]                   NEGATIVE       
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
In the news Coronavirus Whats happening in Canada           []                                                          NEUTRAL        
Increasingly violent online rhetoric around the ar          [violent, rhetoric, intelligence, concern]                  NEGATIVE       
RT LeonelFernandez Consideramos que Francia junto           [din]                                                       NEGATIVE       
RT CPHOCanada 44 Of the many mask types those made          [fine, virus, capable]                                      POSITIVE       
RT CoronavirusNewv CANADA Los casos de COVID19 en           []                                                          NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT tan123 No offense but feeling loss grief frustr          [loss, anxiety, depression, hot, frustration, grief]        NEGATIVE       
carolyncanada elonmusk NASASpaceflight THlS IS CHA          []                                                          NEUTRAL        
OfficialColSand YouTube kfccanada kfc jimrossmeski          [affordable, reliable, thank, best, trusted]                POSITIVE       
RT ClementeJose This is Cuba DoNottraveltocuba Can          []                                                          NEUTRAL        
RT clifhigh As forecast Im literally afraid now to          [afraid]                                                    NEGATIVE       
Maximilian Restaurant 99 Gore St E Perth ON K7H 1J          []                                                          NEUTRAL        
Very fair The unvaccinated are causing delayed sur          [straining, delayed, fair, free]                            NEUTRAL        
These usual dumb ass comments from the Diaspora wh          [dumb]                                                      NEGATIVE       
NatPGTremblay DrSChouinard I totally agree with th          [vice, gross, incompetence]                                 NEGATIVE       
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT jordanbpeterson I now know five people who are           []                                                          NEUTRAL        
CPHOCanada CPHOCanada do you think anybody trusts           [like]                                                      POSITIVE       
RT CPHOCanada 14 Since the outset of the pandemic           [virus]                                                     NEGATIVE       
RT maferba06 Canada Estudiante arrestado por no es          []                                                          NEUTRAL        
RT chadloder A selfish antivax protestor hijacks t          [selfish, honor]                                            NEUTRAL        
3x3AmeriCup vs Enseguida comienza el encuentro ant          []                                                          NEUTRAL        
softvankte Vamo po canada                                   []                                                          NEUTRAL        
RT Soloda12 Canada we respect human rights Ethics           [respect]                                                   POSITIVE       
EfiSultan                                                   []                                                          NEUTRAL        
Le saviez vous Le psychologue Stanley Coren de lUn          []                                                          NEUTRAL        
RT AaronFGC Well finally landed in Ontario Couple           [well, problems]                                            NEUTRAL        
thepig993 Me a person who has never been to Canada          []                                                          NEUTRAL        
RT PaulMitchellAB Health Canada authorizes Moderna          []                                                          NEUTRAL        
RT RBReich The average price of insulin in 2018 in          []                                                          NEUTRAL        
RT MacbethRory KoboDeals kobo bsting kobo camping           []                                                          NEUTRAL        
RT RichTheYouTuber Take Back Canada by voting CPC           []                                                          NEUTRAL        
IcyColdShot thevoyageurs Simcmtl SebTheRock Bon ma          []                                                          NEUTRAL        
RT LarryNeufeldSK Not only Quebec but Canada as a           []                                                          NEUTRAL        
RT timsayle Canada Declassified has a new briefing          []                                                          NEUTRAL        
RT nbellotoronto Stopped to help cyclist downed on          []                                                          NEUTRAL        
RT CBCNews Mounties in Kelowna BC are investigatin          [protesting]                                                NEGATIVE       
RT AaronFGC Well finally landed in Ontario Couple           [well, problems]                                            NEUTRAL        
sarahwhit10 CNBC Now free Canada                            [free]                                                      POSITIVE       
calgaryherald America is exporting fascism and que          [safe, wedge, fascism, rhetoric, fine]                      NEGATIVE       
globalnews Canada is to get 29 million doses of Pf          []                                                          NEUTRAL        
RT SMfreevotes FREE Votes Giveaway IDOL CHAMP Most          [idol, free, champ, popular]                                POSITIVE       
arctechinc Welcome to Canada                                [welcome]                                                   POSITIVE       
amazonmusic promoting Bite Me no Canad AvrilLavign          []                                                          NEUTRAL        
RT RBReich The average price of insulin in 2018 in          []                                                          NEUTRAL        
RT readthemaple A Guide To The Ruling Classs Domin          [destruction]                                               NEGATIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT LeslynLewis Why are we still forcing those retu          []                                                          NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
Canada amp Ontario Prime Minister of Canada Justin          [premier, corrupt]                                          NEUTRAL        
JOHN DeMONT The world needs more Ted Lassos and Ga          []                                                          NEUTRAL        
RT tan123 No offense but feeling loss grief frustr          [loss, anxiety, depression, hot, frustration, grief]        NEGATIVE       
RT DanMcGarvey Alberta Education removes document           [positive]                                                  POSITIVE       
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
RT imlibertyv went to the world cup qualifying soc          [won]                                                       POSITIVE       
RT Aradomg1 We saw no action for a year from the P          []                                                          NEUTRAL        
A muchos de ellos les espera canada                         []                                                          NEUTRAL        
RT OneVapid mazdacanada Get with the program Bulls          []                                                          NEUTRAL        
Steve Bannon charged with contempt of Congress bbc          [contempt]                                                  NEGATIVE       
TheMetalByrds angelalynn37 freefmworld TheXFriends          [well, happy]                                               POSITIVE       
RT joewarmington Would you like to see Don Cherry           [like]                                                      POSITIVE       
CTVNews This expert is correct Comrades Canada sho          [correct, freedom, virus, pleasure, lead]                   POSITIVE       
RT SawyerMerritt REMINDER JoeBiden The most Americ          []                                                          NEUTRAL        
RT RachelNotley The pandemic isnt over We must get          [vigilant]                                                  POSITIVE       
RT GreenerRenita Hi Im currently in Toronto and st          [tyranny, great]                                            NEUTRAL        
RT WAGEFEGC Over 6000 women and children stay in s          [safe]                                                      POSITIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT DFisman I think GovCanHealth CPHOCanada has ack          []                                                          NEUTRAL        
Onebadmum2 downeast72 Lianebisaillon CityNewsVAN I          [issue, death, coercion, unnecessary, right, denies, virus] NEGATIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT GovCanHealth NEW OUTBREAK 46 Salmonella infecti          [infections, outbreak]                                      NEGATIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT meldsilva The last time they decided to incite           [incite, hatred]                                            NEGATIVE       
RT RoryMacbeth kobo bsting kobo lifeone size fits           [love]                                                      POSITIVE       
RT Liannabelle88 Im saying this lightly or Ill be           [virtue, disgusting]                                        NEUTRAL        
RT FNWSCeducation United front needed to hold the           []                                                          NEUTRAL        
Tesla FSD Beta in Canada Maybe next month                   []                                                          NEUTRAL        
RT avrilnewsworld amazonmusic promoting Bite Me by          []                                                          NEUTRAL        
US police officer sues boss over KKK note                   [sues]                                                      NEGATIVE       
SenTedCruz Why did Biden stop Keystone XL I would           [beg, corrupt]                                              NEGATIVE       
RT jordanbpeterson I now know five people who are           []                                                          NEUTRAL        
Dontae Sharpe US man wrongfully imprisoned for 26           []                                                          NEUTRAL        
RT ListinDiario LaRepblicaLD l Salgan todos EEUU y          []                                                          NEUTRAL        
mazdacanada Get with the program Bullshitting will          []                                                          NEUTRAL        
RT 1BobChamberlin Edmonton police withheld video o          [assault]                                                   NEGATIVE       
RT RBReich The average price of insulin in 2018 in          []                                                          NEUTRAL        
RT drewdilkens This PCR testing requirement for tr          []                                                          NEUTRAL        
Guys after 4 months me bracelets arrived from cana          []                                                          NEUTRAL        
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
RT miguel78910 Los casos de COVID en Canad aumenta          []                                                          NEUTRAL        
RT IsabelleLaisia AndreAr94310915 vicsurvivaliste           []                                                          NEUTRAL        
RT jeskeets Weekend listenin TasMelas LeighEllis t          []                                                          NEUTRAL        
RT CBCAlerts Manitoba reports 2day total of 193 CO          [death]                                                     NEGATIVE       
RT kyleflannigan If you answered YES to the questi          [incredible]                                                POSITIVE       
formulaRyan21 the anger i felt watching canada was          [unreal, anger]                                             NEUTRAL        
hodgesjoanne stejobin CanadaEthiopia melaniejoly P          [impossible, crime, extermination, delay]                   NEGATIVE       
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
In the news Coronavirus Whats happening in Canada           []                                                          NEUTRAL        
Increasingly violent online rhetoric around the ar          [violent, rhetoric, intelligence, concern]                  NEGATIVE       
RT LeonelFernandez Consideramos que Francia junto           [din]                                                       NEGATIVE       
RT CPHOCanada 44 Of the many mask types those made          [fine, virus, capable]                                      POSITIVE       
RT CoronavirusNewv CANADA Los casos de COVID19 en           []                                                          NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT tan123 No offense but feeling loss grief frustr          [loss, anxiety, depression, hot, frustration, grief]        NEGATIVE       
carolyncanada elonmusk NASASpaceflight THlS IS CHA          []                                                          NEUTRAL        
OfficialColSand YouTube kfccanada kfc jimrossmeski          [affordable, reliable, thank, best, trusted]                POSITIVE       
RT ClementeJose This is Cuba DoNottraveltocuba Can          []                                                          NEUTRAL        
RT clifhigh As forecast Im literally afraid now to          [afraid]                                                    NEGATIVE       
Maximilian Restaurant 99 Gore St E Perth ON K7H 1J          []                                                          NEUTRAL        
Very fair The unvaccinated are causing delayed sur          [straining, delayed, fair, free]                            NEUTRAL        
These usual dumb ass comments from the Diaspora wh          [dumb]                                                      NEGATIVE       
NatPGTremblay DrSChouinard I totally agree with th          [vice, gross, incompetence]                                 NEGATIVE       
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT jordanbpeterson I now know five people who are           []                                                          NEUTRAL        
CPHOCanada CPHOCanada do you think anybody trusts           [like]                                                      POSITIVE       
RT CPHOCanada 14 Since the outset of the pandemic           [virus]                                                     NEGATIVE       
RT maferba06 Canada Estudiante arrestado por no es          []                                                          NEUTRAL        
RT chadloder A selfish antivax protestor hijacks t          [selfish, honor]                                            NEUTRAL        
3x3AmeriCup vs Enseguida comienza el encuentro ant          []                                                          NEUTRAL        
softvankte Vamo po canada                                   []                                                          NEUTRAL        
RT Soloda12 Canada we respect human rights Ethics           [respect]                                                   POSITIVE       
EfiSultan                                                   []                                                          NEUTRAL        
Le saviez vous Le psychologue Stanley Coren de lUn          []                                                          NEUTRAL        
RT AaronFGC Well finally landed in Ontario Couple           [well, problems]                                            NEUTRAL        
thepig993 Me a person who has never been to Canada          []                                                          NEUTRAL        
RT PaulMitchellAB Health Canada authorizes Moderna          []                                                          NEUTRAL        
RT RBReich The average price of insulin in 2018 in          []                                                          NEUTRAL        
RT MacbethRory KoboDeals kobo bsting kobo camping           []                                                          NEUTRAL        
RT RichTheYouTuber Take Back Canada by voting CPC           []                                                          NEUTRAL        
IcyColdShot thevoyageurs Simcmtl SebTheRock Bon ma          []                                                          NEUTRAL        
RT LarryNeufeldSK Not only Quebec but Canada as a           []                                                          NEUTRAL        
RT timsayle Canada Declassified has a new briefing          []                                                          NEUTRAL        
RT nbellotoronto Stopped to help cyclist downed on          []                                                          NEUTRAL        
RT CBCNews Mounties in Kelowna BC are investigatin          [protesting]                                                NEGATIVE       
RT AaronFGC Well finally landed in Ontario Couple           [well, problems]                                            NEUTRAL        
sarahwhit10 CNBC Now free Canada                            [free]                                                      POSITIVE       
calgaryherald America is exporting fascism and que          [safe, wedge, fascism, rhetoric, fine]                      NEGATIVE       
globalnews Canada is to get 29 million doses of Pf          []                                                          NEUTRAL        
RT SMfreevotes FREE Votes Giveaway IDOL CHAMP Most          [idol, free, champ, popular]                                POSITIVE       
arctechinc Welcome to Canada                                [welcome]                                                   POSITIVE       
amazonmusic promoting Bite Me no Canad AvrilLavign          []                                                          NEUTRAL        
RT RBReich The average price of insulin in 2018 in          []                                                          NEUTRAL        
RT readthemaple A Guide To The Ruling Classs Domin          [destruction]                                               NEGATIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT LeslynLewis Why are we still forcing those retu          []                                                          NEUTRAL        
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
Canada amp Ontario Prime Minister of Canada Justin          [premier, corrupt]                                          NEUTRAL        
JOHN DeMONT The world needs more Ted Lassos and Ga          []                                                          NEUTRAL        
RT tan123 No offense but feeling loss grief frustr          [loss, anxiety, depression, hot, frustration, grief]        NEGATIVE       
RT DanMcGarvey Alberta Education removes document           [positive]                                                  POSITIVE       
RT BBCWorld Dontae Sharpe who was wrongfully impri          []                                                          NEUTRAL        
RT imlibertyv went to the world cup qualifying soc          [won]                                                       POSITIVE       
RT Aradomg1 We saw no action for a year from the P          []                                                          NEUTRAL        
A muchos de ellos les espera canada                         []                                                          NEUTRAL        
RT OneVapid mazdacanada Get with the program Bulls          []                                                          NEUTRAL        
Steve Bannon charged with contempt of Congress bbc          [contempt]                                                  NEGATIVE       
TheMetalByrds angelalynn37 freefmworld TheXFriends          [well, happy]                                               POSITIVE       
RT joewarmington Would you like to see Don Cherry           [like]                                                      POSITIVE       
CTVNews This expert is correct Comrades Canada sho          [correct, freedom, virus, pleasure, lead]                   POSITIVE       
RT SawyerMerritt REMINDER JoeBiden The most Americ          []                                                          NEUTRAL        
RT RachelNotley The pandemic isnt over We must get          [vigilant]                                                  POSITIVE       
RT GreenerRenita Hi Im currently in Toronto and st          [tyranny, great]                                            NEUTRAL        
RT WAGEFEGC Over 6000 women and children stay in s          [safe]                                                      POSITIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
RT DFisman I think GovCanHealth CPHOCanada has ack          []                                                          NEUTRAL        
Onebadmum2 downeast72 Lianebisaillon CityNewsVAN I          [issue, death, coercion, unnecessary, right, denies, virus] NEGATIVE       
RT PeterSweden7 Global tyranny is happening right           [tyranny, right]                                            NEUTRAL        
