id,house_owner,mortgage,value,car_probability
24347,OWNER,High,342805,2
24348,OWNER,Med,288512,1
24349,OWNER,LOW,341388,2
24350,OWNER,High,521892,5
24351,OWNER,High,1211535,1
24352,OWNER,LOW,271671,1
24353,OWNER,Med,361378,2
24354,OWNER,Med,481160,1
24355,OWNER,High,433384,2
24356,OWNER,Med,1075503,1
24357,OWNER,LOW,341878,1
24358,OWNER,Med,360768,1
24359,OWNER,LOW,545632,1
24360,OWNER,LOW,395997,6
24361,OWNER,LOW,550341,3
24362,OWNER,LOW,0,2
24363,OWNER,LOW,532835,6
24364,OWNER,High,576828,1
24365,OWNER,LOW,520806,1
24366,OWNER,Med,340080,2
24367,OWNER,Med,514207,2
24368,OWNER,Med,522818,1
24369,OWNER,LOW,853731,1
24370,OWNER,High,836030,1
24371,OWNER,High,426745,1
24372,OWNER,Med,433602,1
24373,OWNER,High,519003,2
24374,OWNER,High,413110,1
24375,OWNER,High,440011,2
24376,OWNER,Med,657880,1
24377,OWNER,Med,207100,1
24378,OWNER,LOW,295260,1
24379,OWNER,High,419748,1
24380,OWNER,High,522135,1
24381,OWNER,Med,604950,2
24382,OWNER,High,582169,1
24383,OWNER,LOW,170040,3
24384,OWNER,LOW,176580,2
24385,OWNER,LOW,260782,3
24386,OWNER,LOW,677435,1
24387,OWNER,Med,401719,1
24388,OWNER,High,511316,1
24389,OWNER,LOW,561132,1
24390,OWNER,LOW,1087384,1
24391,OWNER,Med,1492275,1
24392,OWNER,LOW,191840,8
24393,,LOW,195624,7
24394,OWNER,Med,401207,2
24395,OWNER,Med,476330,1
24396,OWNER,Med,325586,2
24397,OWNER,LOW,266832,2
24398,OWNER,High,444142,1
24399,OWNER,Med,178574,2
24400,OWNER,Med,374807,1
24401,OWNER,Med,197900,2
24402,OWNER,High,534492,1
24403,OWNER,Med,439478,1
24404,OWNER,High,562658,1
24405,,LOW,0,8
24406,,LOW,789705,2
24407,OWNER,LOW,148490,7
24408,OWNER,Med,539201,1
24409,OWNER,High,450887,1
24410,OWNER,Med,760144,1
24411,OWNER,LOW,238056,2
24412,OWNER,Med,123442,4
24413,OWNER,Med,327632,3
24414,OWNER,High,572250,1
24415,OWNER,High,638162,1
24416,OWNER,LOW,504125,1
24417,OWNER,Med,208102,4
24418,OWNER,Med,175108,2
24419,OWNER,LOW,644102,1
24420,OWNER,LOW,795264,1
24421,OWNER,High,547725,1
24422,OWNER,High,562276,1
24423,OWNER,High,532835,1
24424,,LOW,183120,7
24425,OWNER,High,568435,1
24426,OWNER,High,644844,1
24427,OWNER,High,939078,1
24428,OWNER,Med,396548,1
24429,OWNER,LOW,290201,1
24430,OWNER,Med,505018,1
24431,OWNER,LOW,0,6
24432,OWNER,High,348432,1
24433,OWNER,High,926500,1
24434,OWNER,Med,331578,2
24435,OWNER,High,563835,1
24436,OWNER,High,545599,2
24437,OWNER,High,272500,2
24438,OWNER,Med,473823,4
24439,OWNER,High,706483,1
24440,OWNER,Med,350537,2
24441,OWNER,Med,331272,1
24442,OWNER,High,779829,1
24443,OWNER,LOW,348582,1
24444,,LOW,0,5
24445,OWNER,High,511689,1
24446,OWNER,High,1246960,1
24447,OWNER,High,788724,1
24448,OWNER,LOW,317735,1
24449,OWNER,High,636560,1
24450,OWNER,LOW,270254,4
24451,OWNER,High,567127,2
24452,OWNER,High,1037407,1
24453,OWNER,LOW,276539,2
24454,OWNER,High,305495,2
24455,OWNER,LOW,588600,1
24456,OWNER,High,595031,1
24457,OWNER,Med,253425,3
24458,OWNER,Med,346838,2
24459,OWNER,LOW,277462,1
24460,OWNER,Med,406700,1
24461,OWNER,LOW,220601,1
24462,OWNER,Med,209280,1
24463,OWNER,LOW,1044568,1
24464,OWNER,High,697058,1
24465,OWNER,LOW,357247,2
24466,OWNER,LOW,739260,2
24467,OWNER,Med,324275,2
24468,OWNER,LOW,361062,1
24469,OWNER,High,280566,2
24470,OWNER,High,402079,2
24471,OWNER,LOW,371733,1
24472,OWNER,High,633763,1
24473,,LOW,1000000,3
24474,RENTER,LOW,0,1
24475,OWNER,LOW,254711,1
24476,OWNER,Med,637257,1
24477,OWNER,High,784146,1
24478,OWNER,High,432326,2
24479,OWNER,Med,323730,1
24480,OWNER,LOW,387520,5
24481,,LOW,0,2
24482,,LOW,270254,3
24483,OWNER,LOW,614978,3
24484,OWNER,LOW,0,3
24485,OWNER,LOW,411257,1
24486,OWNER,Med,366697,1
24487,OWNER,Med,555900,1
24488,OWNER,LOW,164590,3
24489,OWNER,LOW,504724,1
24490,OWNER,Med,696619,3
24491,OWNER,Med,326215,3
24492,OWNER,High,869362,1
24493,OWNER,LOW,142953,7
24494,OWNER,Med,284795,4
24495,RENTER,LOW,723193,1
24496,OWNER,High,518108,1
24497,OWNER,LOW,507776,5
24498,,LOW,33942,2
24499,OWNER,High,418996,1
24500,OWNER,High,858375,1
24501,OWNER,High,662447,1
24502,OWNER,Med,372660,3
24503,OWNER,High,446028,2
24504,OWNER,High,283955,6
24505,OWNER,LOW,356048,2
24506,OWNER,LOW,338445,1
24507,OWNER,High,316100,4
24508,OWNER,High,709699,1
24509,OWNER,LOW,406411,2
24510,OWNER,LOW,832182,1
24511,OWNER,High,386950,1
24512,OWNER,Med,288850,3
24513,OWNER,High,678034,1
24514,OWNER,Med,279290,1
24515,OWNER,High,351416,1
24516,OWNER,LOW,288839,2
24517,OWNER,High,1468012,1
24518,OWNER,Med,173157,2
24519,OWNER,LOW,669369,5
24520,OWNER,High,389675,3
24521,OWNER,Med,300426,1
24522,RENTER,LOW,135857,3
24523,OWNER,LOW,131715,6
24524,OWNER,LOW,405153,6
24525,OWNER,High,1462643,1
24526,OWNER,LOW,228638,1
24527,OWNER,LOW,278533,1
24528,OWNER,High,541348,1
24529,OWNER,LOW,534645,2
24530,OWNER,LOW,601654,1
24531,OWNER,Med,493116,1
24532,OWNER,LOW,180754,8
24533,OWNER,LOW,720446,4
24534,OWNER,Med,347274,2
24535,OWNER,High,601680,2
24536,OWNER,LOW,347884,2
24537,OWNER,High,591477,2
24538,OWNER,High,378077,2
24539,OWNER,LOW,195546,1
24540,OWNER,High,355340,1
24541,OWNER,High,524726,1
24542,OWNER,Med,228409,1
24543,OWNER,Med,213874,2
24544,OWNER,LOW,383178,2
24545,OWNER,LOW,284533,2
24546,OWNER,High,482586,1
24547,OWNER,High,410708,1
24548,OWNER,Med,410930,6
24549,OWNER,LOW,191578,3
24550,OWNER,LOW,118701,8
24551,OWNER,High,482521,2
24552,OWNER,LOW,961281,1
24553,OWNER,High,372289,1
24554,OWNER,LOW,288959,4
24555,OWNER,LOW,243811,6
24556,OWNER,Med,194947,4
24557,RENTER,LOW,0,1
24558,OWNER,LOW,422920,2
24559,OWNER,LOW,324711,3
24560,OWNER,High,430550,1
24561,OWNER,LOW,350816,4
24562,OWNER,High,457163,1
24563,OWNER,High,440360,2
24564,OWNER,High,516714,1
24565,OWNER,LOW,389696,2
24566,OWNER,Med,317122,2
24567,OWNER,High,1032860,1
24568,OWNER,High,881319,1
24569,OWNER,LOW,408586,2
24570,OWNER,LOW,1081661,1
24571,OWNER,High,394492,1
24572,OWNER,High,761583,1
24573,OWNER,High,740982,1
24574,OWNER,LOW,346957,2
24575,OWNER,High,1888185,3
24576,OWNER,High,564020,1
24577,OWNER,High,334880,3
24578,OWNER,LOW,201432,2
24579,OWNER,LOW,3447364,1
24580,OWNER,High,1075176,4
24581,OWNER,High,354664,1
24582,OWNER,Med,242797,6
24583,OWNER,Med,810425,1
24584,OWNER,Med,273007,1
24585,OWNER,LOW,160502,2
24586,OWNER,High,557707,4
24587,,LOW,742562,1
24588,OWNER,LOW,390612,2
24589,OWNER,LOW,216212,2
24590,OWNER,High,665445,1
24591,OWNER,LOW,338990,1
24592,OWNER,LOW,225237,4
24593,OWNER,LOW,319871,1
24594,RENTER,LOW,383476,1
24595,OWNER,Med,390078,1
24596,OWNER,High,2552158,3
24597,OWNER,High,496386,1
24598,OWNER,High,358065,2
24599,OWNER,LOW,612362,1
24600,OWNER,High,432185,1
24601,,LOW,492463,1
24602,OWNER,Med,265164,3
24603,OWNER,High,1035500,1
24604,OWNER,High,809815,1
24605,OWNER,High,425645,1
24606,OWNER,Med,290637,1
24607,OWNER,High,374088,1
24608,OWNER,LOW,967876,1
24609,OWNER,LOW,474804,2
24610,OWNER,High,272896,1
24611,OWNER,High,452779,2
24612,OWNER,High,567835,1
24613,OWNER,High,628494,1
24614,OWNER,High,522807,1
24615,OWNER,Med,598301,1
24616,OWNER,High,565056,2
24617,OWNER,High,326182,1
24618,OWNER,High,730845,2
24619,OWNER,LOW,382590,1
24620,RENTER,LOW,184991,2
24621,OWNER,Med,532683,1
24622,OWNER,High,564102,1
24623,OWNER,LOW,318716,2
24624,OWNER,LOW,182248,3
24625,,LOW,381118,1
24626,OWNER,Med,304437,4
24627,RENTER,LOW,892492,1
24628,RENTER,LOW,245686,1
24629,OWNER,Med,696619,2
24630,OWNER,LOW,354747,1
24631,OWNER,LOW,0,1
24632,OWNER,LOW,1428336,5
24633,OWNER,High,1006778,1
24634,OWNER,LOW,229488,3
24635,OWNER,High,514632,2
24636,OWNER,LOW,539877,5
24637,OWNER,High,888350,4
24638,OWNER,High,710571,1
24639,OWNER,High,453222,1
24640,OWNER,High,1151040,1
24641,OWNER,High,629093,1
24642,OWNER,Med,468111,2
24643,OWNER,High,501618,1
24644,OWNER,Med,271093,1
24645,OWNER,LOW,822187,2
24646,OWNER,LOW,248640,2
24647,OWNER,LOW,299695,1
24648,OWNER,High,342652,1
24649,OWNER,High,422930,1
24650,OWNER,Med,380279,2
24651,OWNER,High,348800,1
24652,OWNER,LOW,380344,5
24653,OWNER,LOW,187218,4
24654,OWNER,LOW,306922,2
24655,OWNER,High,346881,1
24656,OWNER,LOW,418342,1
24657,,LOW,292992,4
24658,OWNER,High,568162,1
24659,OWNER,High,491808,1
24660,OWNER,LOW,449864,1
24661,OWNER,LOW,354795,1
24662,OWNER,LOW,277950,3
24663,OWNER,High,484635,1
24664,OWNER,Med,243070,1
24665,,LOW,437482,1
24666,OWNER,Med,491372,3
24667,OWNER,LOW,652474,1
24668,RENTER,LOW,218160,4
24669,OWNER,High,315533,1
24670,OWNER,Med,273699,3
24671,OWNER,High,398722,1
24672,OWNER,LOW,244857,1
24673,OWNER,High,511428,1
24674,OWNER,LOW,556554,2
24675,OWNER,Med,626848,3
24676,OWNER,LOW,1083906,1
24677,OWNER,LOW,247996,4
24678,OWNER,Med,433602,2
24679,OWNER,Med,363739,2
24680,OWNER,High,510120,1
24681,OWNER,Med,373335,1
24682,OWNER,LOW,320950,1
24683,OWNER,Med,316100,1
24684,OWNER,Med,400117,6
24685,OWNER,LOW,239685,2
24686,OWNER,High,578136,2
24687,OWNER,Med,390765,1
24688,OWNER,High,583611,1
24689,OWNER,LOW,487448,1
24690,OWNER,Med,449101,3
24691,OWNER,LOW,227592,4
24692,OWNER,High,427323,2
24693,OWNER,High,915111,1
24694,OWNER,Med,641813,2
24695,OWNER,Med,207100,1
24696,OWNER,High,558380,1
24697,OWNER,LOW,506577,1
24698,OWNER,LOW,469670,1
24699,OWNER,LOW,157505,3
24700,OWNER,LOW,263780,2
24701,OWNER,LOW,623098,1
24702,OWNER,Med,538405,1
24703,OWNER,LOW,298387,4
24704,OWNER,LOW,250449,1
24705,OWNER,Med,488494,2
24706,,LOW,160160,8
24707,OWNER,High,389073,3
24708,OWNER,LOW,0,1
24709,OWNER,High,481344,1
24710,OWNER,Med,378884,1
24711,OWNER,LOW,269578,3
24712,OWNER,Med,397986,1
24713,OWNER,LOW,182367,2
24714,OWNER,LOW,158854,2
24715,OWNER,LOW,444491,2
24716,OWNER,High,371751,1
24717,OWNER,Med,251234,1
24718,OWNER,LOW,911022,1
24719,OWNER,LOW,293973,1
24720,OWNER,High,684509,4
24721,OWNER,High,748176,2
24722,OWNER,High,578299,2
24723,OWNER,LOW,479774,1
24724,OWNER,Med,216855,3
24725,OWNER,High,1355251,1
24726,OWNER,LOW,537261,1
24727,OWNER,LOW,778151,1
24728,OWNER,Med,248924,2
24729,OWNER,LOW,412902,1
24730,OWNER,Med,361768,3
24731,OWNER,LOW,254190,1
24732,OWNER,High,628181,1
24733,OWNER,Med,418298,4
24734,OWNER,Med,363192,2
24735,OWNER,LOW,187386,1
24736,OWNER,Med,269313,1
24737,OWNER,Med,215820,1
24738,OWNER,High,641628,1
24739,OWNER,Med,268214,3
24740,OWNER,High,346783,2
24741,OWNER,LOW,160393,1
24742,OWNER,High,1723508,1
24743,OWNER,LOW,353160,1
24744,OWNER,LOW,627382,1
24745,OWNER,LOW,336973,1
24746,OWNER,Med,346957,3
24747,OWNER,LOW,1101990,1
24748,OWNER,LOW,0,1
24749,OWNER,High,467490,2
24750,OWNER,High,444638,1
24751,OWNER,High,415835,2
24752,OWNER,High,934021,1
24753,OWNER,Med,202502,1
24754,OWNER,High,517488,1
24755,OWNER,LOW,707083,4
24756,OWNER,High,556336,1
24757,OWNER,High,692095,3
24758,OWNER,Med,511253,1
24759,OWNER,Med,389893,2
24760,OWNER,Med,462541,2
24761,OWNER,High,803657,1
24762,OWNER,Med,548106,2
24763,OWNER,LOW,577700,2
24764,,LOW,193584,2
24765,OWNER,High,545067,1
24766,OWNER,High,325152,1
24767,OWNER,High,827724,1
24768,OWNER,Med,279040,1
24769,OWNER,LOW,1005808,1
24770,OWNER,High,345530,1
24771,OWNER,High,558862,1
24772,OWNER,Med,308164,2
24773,OWNER,High,519003,1
24774,,LOW,450170,3
24775,OWNER,LOW,255147,1
24776,OWNER,Med,338859,4
24777,OWNER,LOW,198870,1
24778,OWNER,LOW,702134,1
24779,OWNER,High,389675,4
24780,OWNER,Med,364482,2
24781,OWNER,High,261589,1
24782,OWNER,High,286332,1
24783,OWNER,High,467882,1
24784,OWNER,LOW,285165,1
24785,OWNER,High,751949,2
24786,OWNER,LOW,0,1
24787,OWNER,Med,1085803,2
24788,OWNER,High,1682742,1
24789,OWNER,LOW,206991,3
24790,RENTER,LOW,0,2
24791,OWNER,Med,231189,3
24792,OWNER,High,578790,1
24793,OWNER,LOW,39648,1
24794,OWNER,Med,164903,5
24795,,LOW,354533,2
24796,OWNER,High,987932,2
24797,RENTER,LOW,478771,3
24798,OWNER,LOW,529216,2
24799,OWNER,High,440272,1
24800,OWNER,LOW,221869,3
24801,OWNER,LOW,544258,1
24802,OWNER,High,1297797,1
24803,OWNER,Med,357182,3
24804,OWNER,LOW,408073,1
24805,OWNER,LOW,614618,1
24806,OWNER,High,927796,1
24807,OWNER,High,525167,1
24808,OWNER,LOW,252880,2
24809,OWNER,Med,351933,2
24810,OWNER,LOW,269730,4
24811,OWNER,High,894813,1
24812,OWNER,Med,388803,1
24813,OWNER,LOW,67200,3
24814,OWNER,LOW,381282,1
24815,OWNER,High,452786,1
24816,OWNER,High,751010,1
24817,OWNER,LOW,582321,1
24818,OWNER,High,568653,1
24819,OWNER,LOW,261774,1
24820,OWNER,LOW,777649,1
24821,OWNER,High,569525,2
24822,OWNER,LOW,187698,2
24823,OWNER,LOW,0,3
24824,OWNER,Med,348233,1
24825,OWNER,Med,454530,3
24826,OWNER,High,504495,1
24827,OWNER,Med,449472,1
24828,OWNER,LOW,184755,1
24829,OWNER,LOW,252989,1
24830,OWNER,LOW,231598,3
24831,OWNER,High,430877,1
24832,OWNER,LOW,276097,8
24833,OWNER,LOW,253098,4
24834,OWNER,Med,468754,2
24835,OWNER,High,763708,1
24836,OWNER,LOW,196470,3
24837,OWNER,High,672660,1
24838,RENTER,LOW,436021,1
24839,OWNER,LOW,150420,1
24840,OWNER,High,1421621,1
24841,OWNER,LOW,594050,1
24842,OWNER,High,549360,2
24843,OWNER,High,426735,2
24844,OWNER,LOW,180940,1
24845,OWNER,LOW,409698,1
24846,OWNER,LOW,766379,1
24847,OWNER,High,762771,1
24848,OWNER,LOW,483436,2
24849,OWNER,LOW,585657,1
24850,OWNER,LOW,203263,2
24851,OWNER,LOW,134342,3
24852,OWNER,High,635949,1
24853,OWNER,High,674492,1
24854,OWNER,High,221804,1
24855,OWNER,High,356048,1
24856,OWNER,Med,437685,2
24857,OWNER,Med,828291,1
24858,OWNER,LOW,391920,1
24859,OWNER,High,1068200,1
24860,OWNER,LOW,707410,2
24861,OWNER,High,430550,1
24862,OWNER,LOW,464765,1
24863,OWNER,LOW,424838,1
24864,OWNER,High,527466,3
24865,OWNER,LOW,376050,1
24866,OWNER,High,450033,1
24867,OWNER,High,599500,1
24868,OWNER,High,909321,1
24869,OWNER,Med,500310,1
24870,OWNER,High,844750,1
24871,OWNER,Med,175184,6
24872,OWNER,Med,328744,2
24873,OWNER,LOW,451801,1
24874,OWNER,High,611010,1
24875,OWNER,LOW,579400,1
24876,,LOW,173037,2
24877,OWNER,LOW,0,1
24878,OWNER,Med,634314,1
24879,OWNER,LOW,918870,1
24880,OWNER,Med,215103,2
24881,OWNER,High,484243,2
24882,OWNER,High,437635,2
24883,OWNER,LOW,360354,2
24884,OWNER,High,366240,1
24885,OWNER,High,738965,1
24886,OWNER,High,563257,2
24887,OWNER,High,879946,1
24888,OWNER,Med,541882,1
24889,OWNER,High,810306,1
24890,,LOW,482521,3
24891,OWNER,High,657488,1
24892,OWNER,LOW,499344,2
24893,OWNER,LOW,468176,2
24894,OWNER,LOW,1014354,1
24895,OWNER,High,772701,1
24896,OWNER,LOW,140217,2
24897,OWNER,LOW,106863,1
24898,OWNER,LOW,1246600,1
24899,OWNER,Med,496822,1
24900,OWNER,High,2164478,1
24901,OWNER,High,676452,1
24902,OWNER,High,714484,1
24903,OWNER,High,943068,1
24904,OWNER,LOW,332450,1
24905,OWNER,High,357579,1
24906,OWNER,High,1431933,1
24907,OWNER,LOW,158431,4
24908,OWNER,Med,432468,1
24909,OWNER,Med,369128,1
24910,OWNER,High,425754,2
24911,OWNER,High,710047,1
24912,OWNER,LOW,262112,2
24913,OWNER,LOW,152218,1
24914,OWNER,LOW,807853,1
24915,OWNER,High,399757,5
24916,OWNER,LOW,153057,2
24917,OWNER,LOW,39240,4
24918,OWNER,Med,296360,3
24919,OWNER,LOW,228900,3
24920,OWNER,High,1373400,1
24921,OWNER,High,555082,1
24922,OWNER,LOW,180399,2
24923,OWNER,LOW,322367,1
24924,OWNER,LOW,236224,2
24925,OWNER,High,871182,3
24926,OWNER,LOW,299205,2
24927,OWNER,High,853389,1
24928,OWNER,LOW,148883,4
24929,OWNER,High,601854,3
24930,OWNER,High,669303,1
24931,OWNER,LOW,163170,1
24932,OWNER,Med,323891,2
24933,OWNER,Med,273188,1
24934,OWNER,High,701153,1
24935,OWNER,Med,383963,3
24936,OWNER,High,748503,1
24937,OWNER,High,728159,1
24938,RENTER,LOW,714625,1
24939,OWNER,LOW,231706,7
24940,OWNER,Med,229030,1
24941,OWNER,High,460785,1
24942,OWNER,LOW,140043,1
24943,OWNER,LOW,175184,6
24944,,LOW,676170,1
24945,OWNER,LOW,1170529,3
24946,OWNER,LOW,315424,6
24947,OWNER,Med,318628,1
24948,,LOW,514392,3
24949,OWNER,Med,505062,1
24950,OWNER,LOW,456710,5
24951,OWNER,Med,359700,1
24952,OWNER,LOW,273060,5
24953,OWNER,LOW,1211109,1
24954,OWNER,High,1785420,1
24955,RENTER,LOW,0,2
24956,OWNER,LOW,394000,1
24957,OWNER,LOW,1737656,1
24958,OWNER,High,760265,1
24959,OWNER,LOW,336810,5
24960,OWNER,LOW,289634,3
24961,OWNER,LOW,143360,3
24962,OWNER,LOW,167053,2
24963,OWNER,LOW,251659,3
24964,OWNER,Med,219351,1
24965,OWNER,High,637868,3
24966,OWNER,LOW,327555,2
24967,OWNER,Med,463250,2
24968,OWNER,High,445711,1
24969,OWNER,Med,346347,1
24970,OWNER,High,278364,5
24971,OWNER,Med,217912,1
24972,OWNER,LOW,776232,1
24973,OWNER,High,669532,1
24974,OWNER,High,2670500,1
24975,OWNER,Med,417252,2
24976,OWNER,LOW,0,7
24977,OWNER,High,211612,2
24978,,LOW,196418,2
24979,OWNER,Med,273938,2
24980,OWNER,Med,223569,1
24981,OWNER,High,701643,2
24982,OWNER,LOW,741636,1
24983,OWNER,Med,165680,2
24984,,LOW,0,3
24985,OWNER,High,704521,1
24986,OWNER,Med,292992,1
24987,OWNER,High,569990,1
24988,OWNER,LOW,225630,2
24989,OWNER,High,426486,1
24990,OWNER,Med,457538,1
24991,OWNER,Med,341401,2
24992,OWNER,High,484614,2
24993,OWNER,High,935220,1
24994,OWNER,LOW,252880,3
24995,OWNER,LOW,519930,1
24996,OWNER,LOW,149850,1
24997,OWNER,LOW,243342,1
24998,OWNER,High,400575,1
24999,OWNER,Med,295281,2
25000,OWNER,LOW,300829,3
25001,OWNER,Med,180940,2
25002,OWNER,High,440087,1
25003,OWNER,LOW,179370,7
25004,RENTER,LOW,0,1
25005,OWNER,High,363201,1
25006,OWNER,High,239800,4
25007,OWNER,LOW,896252,1
25008,OWNER,LOW,252705,3
25009,OWNER,LOW,396073,2
25010,OWNER,High,541348,3
25011,OWNER,High,778042,1
25012,OWNER,LOW,166770,2
25013,OWNER,Med,525630,1
25014,OWNER,High,740949,2
25015,OWNER,High,406395,1
25016,OWNER,LOW,147150,3
25017,OWNER,High,791536,1
25018,OWNER,LOW,330270,2
25019,RENTER,LOW,367602,1
25020,OWNER,High,1354652,1
25021,OWNER,High,605931,1
25022,OWNER,High,1309308,1
25023,OWNER,LOW,184260,2
25024,OWNER,LOW,348300,1
25025,,LOW,535037,5
25026,OWNER,LOW,503885,1
25027,OWNER,LOW,1072996,1
25028,OWNER,LOW,242307,2
25029,OWNER,High,631110,1
25030,OWNER,Med,215362,1
25031,OWNER,LOW,1094687,1
25032,OWNER,LOW,2621820,1
25033,OWNER,LOW,204960,2
25034,OWNER,High,1484689,1
25035,OWNER,High,543147,1
25036,OWNER,LOW,228987,2
25037,OWNER,High,739837,2
25038,OWNER,Med,720446,4
25039,OWNER,LOW,391593,2
25040,OWNER,High,369020,1
25041,OWNER,LOW,173600,8
25042,,LOW,675800,3
25043,,LOW,630565,7
25044,OWNER,Med,254733,4
25045,OWNER,Med,456764,3
25046,OWNER,LOW,158050,8
25047,OWNER,LOW,214948,2
25048,OWNER,High,987288,1
25049,,LOW,0,4
25050,OWNER,High,251732,1
25051,OWNER,Med,316231,2
25052,OWNER,LOW,152545,4
25053,OWNER,High,366240,1
25054,OWNER,High,491742,1
25055,OWNER,High,1435257,1
25056,OWNER,High,853938,1
25057,OWNER,Med,267736,1
25058,OWNER,LOW,526470,1
25059,OWNER,LOW,604296,1
25060,OWNER,Med,565535,1
25061,OWNER,High,727302,1
25062,OWNER,High,685326,8
25063,OWNER,LOW,458781,3
25064,OWNER,High,668398,1
25065,OWNER,Med,321168,3
25066,RENTER,LOW,538460,1
25067,OWNER,Med,282691,2
25068,OWNER,LOW,248138,5
25069,OWNER,LOW,346347,5
25070,OWNER,High,381500,1
25071,OWNER,High,745832,4
25072,OWNER,LOW,380192,1
25073,OWNER,High,622444,4
25074,OWNER,LOW,387691,1
25075,OWNER,LOW,250689,1
25076,OWNER,Med,353944,1
25077,OWNER,LOW,319315,1
25078,OWNER,LOW,486510,1
25079,OWNER,LOW,233478,4
25080,OWNER,High,640920,1
25081,,LOW,0,3
25082,OWNER,High,490500,3
25083,OWNER,LOW,420260,4
25084,OWNER,LOW,374687,3
25085,,LOW,0,1
25086,OWNER,LOW,1591945,1
25087,OWNER,High,645116,2
25088,OWNER,LOW,211656,2
25089,OWNER,Med,275494,1
25090,OWNER,High,468437,1
25091,OWNER,LOW,247368,1
25092,OWNER,High,493541,2
25093,OWNER,LOW,524769,1
25094,OWNER,Med,198690,1
25095,RENTER,LOW,1052613,1
25096,OWNER,High,553284,1
25097,OWNER,High,663810,1
25098,OWNER,LOW,761844,2
25099,RENTER,LOW,292992,3
25100,OWNER,LOW,0,3
25101,RENTER,LOW,604655,8
25102,OWNER,High,354250,2
25103,OWNER,Med,235794,1
25104,OWNER,LOW,793650,1
25105,OWNER,High,926096,2
25106,OWNER,High,788063,1
25107,OWNER,High,356975,1
25108,OWNER,LOW,219526,2
25109,OWNER,LOW,554472,1
25110,OWNER,High,554755,2
25111,OWNER,LOW,1120923,5
25112,OWNER,High,355305,1
25113,OWNER,High,1250775,1
25114,,LOW,402591,7
25115,OWNER,LOW,741483,1
25116,OWNER,Med,401120,2
25117,OWNER,LOW,1197343,1
25118,OWNER,LOW,402079,1
25119,OWNER,High,939471,1
25120,OWNER,LOW,495950,5
25121,OWNER,LOW,111085,1
25122,OWNER,Med,598987,1
25123,OWNER,High,317028,1
25124,OWNER,High,603009,1
25125,RENTER,LOW,0,2
25126,OWNER,LOW,413458,2
25127,OWNER,High,544062,1
25128,OWNER,Med,478466,3
25129,OWNER,LOW,237925,1
25130,OWNER,Med,449755,1
25131,OWNER,High,918270,2
25132,OWNER,High,688897,1
25133,OWNER,LOW,708587,1
25134,OWNER,LOW,480199,1
25135,OWNER,High,479491,1
25136,OWNER,LOW,404608,1
25137,OWNER,Med,533555,6
25138,OWNER,Med,399659,1
25139,OWNER,High,1136259,1
25140,OWNER,High,537097,5
25141,OWNER,LOW,572250,5
25142,OWNER,LOW,0,4
25143,OWNER,High,1208897,1
25144,OWNER,High,634816,1
25145,OWNER,LOW,598846,1
25146,OWNER,LOW,511155,2
25147,OWNER,LOW,647874,1
25148,OWNER,High,414200,5
25149,RENTER,LOW,332997,2
25150,OWNER,LOW,883499,4
25151,OWNER,LOW,0,3
25152,OWNER,Med,134985,1
25153,OWNER,High,524028,1
25154,OWNER,LOW,147150,3
25155,OWNER,Med,566887,1
25156,OWNER,Med,206925,1
25157,OWNER,LOW,60342,1
25158,OWNER,LOW,506784,1
25159,OWNER,LOW,637366,1
25160,OWNER,Med,273224,1
25161,OWNER,High,2000000,1
25162,OWNER,High,466509,1
25163,OWNER,LOW,0,3
25164,OWNER,High,386055,1
25165,OWNER,Med,392563,1
25166,OWNER,LOW,232497,2
25167,OWNER,High,1255680,2
25168,OWNER,Med,660540,1
25169,OWNER,Med,356822,2
25170,OWNER,LOW,270167,1
25171,OWNER,LOW,1471064,1
25172,OWNER,High,816486,1
25173,OWNER,High,544945,1
25174,OWNER,High,610400,1
25175,OWNER,High,513935,1
25176,OWNER,Med,282917,1
25177,OWNER,High,532356,2
25178,OWNER,High,459108,1
25179,OWNER,High,633562,1
25180,OWNER,High,337109,2
25181,OWNER,High,1370522,1
25182,OWNER,High,379251,1
25183,OWNER,Med,442431,1
25184,OWNER,LOW,275225,5
25185,OWNER,High,277732,2
25186,OWNER,High,309472,3
25187,OWNER,LOW,303030,1
25188,OWNER,LOW,439030,1
25189,OWNER,LOW,532094,1
25190,OWNER,LOW,205504,4
25191,OWNER,LOW,405741,1
25192,OWNER,LOW,397468,1
25193,OWNER,LOW,674492,1
25194,OWNER,LOW,0,3
25195,OWNER,LOW,388849,1
25196,RENTER,LOW,376704,1
25197,OWNER,Med,441101,1
25198,OWNER,Med,540509,1
25199,OWNER,High,156055,1
25200,OWNER,High,494042,1
25201,OWNER,Med,274609,1
25202,OWNER,High,793520,1
25203,OWNER,High,508615,4
25204,OWNER,Med,328744,3
25205,OWNER,LOW,298442,5
25206,RENTER,LOW,164372,4
25207,OWNER,High,1013700,1
25208,OWNER,High,384225,2
25209,OWNER,LOW,233085,1
25210,OWNER,LOW,705666,3
25211,OWNER,LOW,348712,1
25212,OWNER,High,623981,1
25213,,LOW,566146,2
25214,OWNER,LOW,736567,1
25215,OWNER,Med,155521,5
25216,OWNER,LOW,65825,3
25217,OWNER,Med,311304,2
25218,OWNER,High,673463,1
25219,OWNER,High,385642,1
25220,OWNER,LOW,328744,3
25221,OWNER,LOW,118401,3
